nombre,tipo,latitud,longitud
Refugio para Mujeres #69,Refugio para Mujeres,24.105303614711865,-104.59297412864119
Refugio para Mujeres #70,Refugio para Mujeres,24.00460149719803,-104.55853647182808
Atención Psicológica #71,Atención Psicológica,23.950959365054814,-104.6906584349011
Hospital #72,Hospital,24.03583605816325,-104.64156095972515
Centro Médico #73,Centro Médico,23.931433054581497,-104.63316448110821
Policía #74,Policía,23.931375915945736,-104.64843430060132
Policía #75,Policía,23.933704266540758,-104.73640782732485
Bomberos #76,Bomberos,24.000755110263654,-104.56168077455419
Bomberos #77,Bomberos,24.035783811501442,-104.7420516675422
Centro de Salud #78,Centro de Salud,24.003844983067175,-104.63326554214176
Centro Médico #79,Centro Médico,24.106941251547283,-104.7091481601153
Centro Médico #80,Centro Médico,23.96773719052317,-104.67084283064176
Refugio para Mujeres #81,Refugio para Mujeres,24.01144491451409,-104.5641963336589
Centro de Salud #82,Centro de Salud,23.92186309137685,-104.62576814890139
Centro de Salud #83,Centro de Salud,23.934652144219925,-104.70736913754659
Refugio para Mujeres #84,Refugio para Mujeres,23.946491314073292,-104.6801982330071
Centro de Salud #85,Centro de Salud,24.095854048496907,-104.67609458225223
Policía #86,Policía,24.00763691460154,-104.64135640754769
Refugio para Mujeres #87,Refugio para Mujeres,24.04233555314519,-104.5525533872737
Hospital #88,Hospital,24.053572640742516,-104.63907954350206
Centro de Salud #89,Centro de Salud,24.10778600078542,-104.72314177712133
Centro de Salud #90,Centro de Salud,24.097942541401142,-104.60151666320381
Policía #91,Policía,23.974469642462964,-104.62903403459396
Centro Médico #92,Centro Médico,23.96071946246549,-104.62315240822299
Refugio para Mujeres #93,Refugio para Mujeres,24.0210818116196,-104.69977574958602
Hospital #94,Hospital,23.938459693542548,-104.66528484548726
Refugio para Mujeres #95,Refugio para Mujeres,23.92881735235981,-104.68328869227899
Policía #96,Policía,24.047422675460275,-104.69760894751313
Atención Psicológica #97,Atención Psicológica,24.03033608422528,-104.66446261620386
Hospital #98,Hospital,23.942374776117866,-104.56098981219068
Policía #99,Policía,24.029118057841103,-104.5830809960228
Policía #100,Policía,24.005957342576153,-104.74163422836624
Centro Médico #101,Centro Médico,24.09979629774852,-104.5907755390224
Hospital #102,Hospital,24.099784927305294,-104.70798469233206
Bomberos #103,Bomberos,24.05338668212711,-104.67926427307708
Clínica #104,Clínica,24.114767404527456,-104.6001044777713
Bomberos #105,Bomberos,24.09292113924399,-104.55475879341381
Policía #106,Policía,24.096283240932664,-104.74504272762037
Centro Médico #107,Centro Médico,24.076477299229527,-104.6676573666897
Bomberos #108,Bomberos,23.973361141918893,-104.59252509817291
Centro de Salud #109,Centro de Salud,23.996508344519388,-104.74225507846685
Atención Psicológica #110,Atención Psicológica,23.964486743509134,-104.58668267888062
Atención Psicológica #111,Atención Psicológica,23.989931684889182,-104.5858927238057
Bomberos #112,Bomberos,23.964584709441162,-104.61799336345028
Clínica #113,Clínica,23.98565239023954,-104.57712941159394
Refugio para Mujeres #114,Refugio para Mujeres,23.99022922581655,-104.6481188648944
Centro Médico #115,Centro Médico,24.107847428064943,-104.72693164962972
Refugio para Mujeres #116,Refugio para Mujeres,23.955713563234493,-104.5574931368477
Refugio para Mujeres #117,Refugio para Mujeres,23.92765143947065,-104.63068574900245
Centro Médico #118,Centro Médico,24.06570901213054,-104.68726453716101
Centro de Salud #119,Centro de Salud,23.997039086668945,-104.63468239130069
Refugio para Mujeres #120,Refugio para Mujeres,23.928877306742645,-104.66278849690902
Bomberos #121,Bomberos,23.992844294356253,-104.73600523777475
Centro Médico #122,Centro Médico,24.04463108198928,-104.6173225047469
Centro de Salud #123,Centro de Salud,24.06395085260279,-104.68993554635776
Refugio para Mujeres #124,Refugio para Mujeres,24.053378580821146,-104.68476341902853
Refugio para Mujeres #125,Refugio para Mujeres,24.03088249553336,-104.71163198140198
Clínica #126,Clínica,24.055463589054547,-104.56943889085349
Refugio para Mujeres #127,Refugio para Mujeres,24.00121503375163,-104.5832549661392
Refugio para Mujeres #128,Refugio para Mujeres,23.977382743373784,-104.66402237000204
Centro Médico #129,Centro Médico,24.012997638049402,-104.66156804013904
Bomberos #130,Bomberos,24.022234799374917,-104.5912529201788
Policía #131,Policía,24.051770148999683,-104.6932427190014
Centro Médico #132,Centro Médico,23.938677440015113,-104.5596000675095
Bomberos #133,Bomberos,24.054559134111432,-104.70507186680055
Bomberos #134,Bomberos,23.949470792449155,-104.74075725638146
Atención Psicológica #135,Atención Psicológica,24.042254794612134,-104.59630213219997
Atención Psicológica #136,Atención Psicológica,24.002888202199543,-104.62404692385246
Bomberos #137,Bomberos,24.063669183099798,-104.67320430652146
Clínica #138,Clínica,23.968796887915687,-104.61878839777765
Hospital #139,Hospital,24.098531965242273,-104.5779118869155
Centro de Salud #140,Centro de Salud,24.075684081353465,-104.70623177263754
Atención Psicológica #141,Atención Psicológica,23.930043677028127,-104.70016034406801
Centro de Salud #142,Centro de Salud,24.011292365094032,-104.58971667965555
Centro Médico #143,Centro Médico,24.11000792168863,-104.57171481483792
Clínica #144,Clínica,24.08611383394428,-104.64042560987784
Policía #145,Policía,24.068731088431917,-104.6550651126354
Refugio para Mujeres #146,Refugio para Mujeres,24.0703553573001,-104.58202742243162
Refugio para Mujeres #147,Refugio para Mujeres,24.073162736859434,-104.64574003743441
Bomberos #148,Bomberos,23.974919489383506,-104.73450332922705
Refugio para Mujeres #149,Refugio para Mujeres,23.966898715602927,-104.68283049267575
Centro de Salud #150,Centro de Salud,23.94767481230323,-104.70374770405436
Policía #151,Policía,24.06128382833891,-104.73715422985723
Clínica #152,Clínica,23.986176278207616,-104.65681513932978
Hospital #153,Hospital,23.961366877902883,-104.66597129644532
Hospital #154,Hospital,24.091346406460787,-104.59688108477638
Clínica #155,Clínica,24.01539594651147,-104.56145166851319
Refugio para Mujeres #156,Refugio para Mujeres,24.070695025011876,-104.57931040988619
Clínica #157,Clínica,24.027644113522047,-104.60307318784874
Bomberos #158,Bomberos,24.01764589551005,-104.69541293764735
Atención Psicológica #159,Atención Psicológica,23.925804963989343,-104.68277409126033
Clínica #160,Clínica,24.064836275525458,-104.5818988673875
Policía #161,Policía,24.116144395503785,-104.64317527409351
Clínica #162,Clínica,24.038378555125583,-104.61740004863277
Centro de Salud #163,Centro de Salud,24.048549929601865,-104.7228601025539
Atención Psicológica #164,Atención Psicológica,23.956345805302686,-104.69796873721614
Centro Médico #165,Centro Médico,23.962332056842296,-104.68463083902374
Clínica #166,Clínica,23.97565132312776,-104.5597591760279
Clínica #167,Clínica,23.970454306356476,-104.73361875344767
Hospital #168,Hospital,24.06980485221657,-104.73958287835136
Centro Médico #169,Centro Médico,23.96484443314395,-104.73627632590946
Hospital #170,Hospital,24.070846640811904,-104.5600776534568
Bomberos #171,Bomberos,24.08784576925692,-104.62573286868277
Bomberos #172,Bomberos,23.94524419497484,-104.61610823107603
Bomberos #173,Bomberos,24.013006796687044,-104.69875126068757
Centro Médico #174,Centro Médico,23.95355782867356,-104.62855050122182
Centro de Salud #175,Centro de Salud,24.075558377235087,-104.71724683796657
Refugio para Mujeres #176,Refugio para Mujeres,23.941619749931522,-104.74486431490051
Refugio para Mujeres #177,Refugio para Mujeres,24.035159345682484,-104.56839476979052
Clínica #178,Clínica,23.999330888303327,-104.60699705899012
Centro de Salud #179,Centro de Salud,24.03841957224997,-104.58388567324394
Bomberos #180,Bomberos,23.940380261089196,-104.59550382300976
Centro de Salud #181,Centro de Salud,24.07924544332004,-104.63681348892655
Hospital #182,Hospital,23.98944075306169,-104.66432439735306
Centro Médico #183,Centro Médico,23.933791347303927,-104.62049134918864
Hospital #184,Hospital,24.089915125399916,-104.585533816382
Centro de Salud #185,Centro de Salud,24.00670468026517,-104.67756239230098
Atención Psicológica #186,Atención Psicológica,24.061461728741214,-104.66290257099847
Refugio para Mujeres #187,Refugio para Mujeres,24.04318247081071,-104.56607646861946
Atención Psicológica #188,Atención Psicológica,24.0129747543269,-104.58485308031585
Refugio para Mujeres #189,Refugio para Mujeres,23.984460916596223,-104.70090096618127
Centro de Salud #190,Centro de Salud,23.975785649838492,-104.65983959996124
Atención Psicológica #191,Atención Psicológica,24.033969928935665,-104.61636230591091
Centro Médico #192,Centro Médico,23.92573999955402,-104.57980943273752
Policía #193,Policía,24.01750998647827,-104.67903500676479
Refugio para Mujeres #194,Refugio para Mujeres,23.988067768632856,-104.57393600404836
Refugio para Mujeres #195,Refugio para Mujeres,24.031158205583917,-104.64667454965702
Bomberos #196,Bomberos,23.937122592391603,-104.60598506717916
Atención Psicológica #197,Atención Psicológica,24.03103524231637,-104.70193521277517
Atención Psicológica #198,Atención Psicológica,24.04918057994819,-104.65183573298428
Hospital #199,Hospital,23.938610670110933,-104.7056807199055
Bomberos #200,Bomberos,23.981241206026016,-104.63368888293353
Atención Psicológica #201,Atención Psicológica,24.03069459100205,-104.68124852117076
Centro Médico #202,Centro Médico,23.990362105522834,-104.65925094742937
Refugio para Mujeres #203,Refugio para Mujeres,23.970280735240188,-104.72586882304954
Bomberos #204,Bomberos,23.983109588801195,-104.60142378727218
Policía #205,Policía,23.958308194602107,-104.60227906929822
Refugio para Mujeres #206,Refugio para Mujeres,24.06491700021861,-104.5546785954234
Refugio para Mujeres #207,Refugio para Mujeres,24.116102126092503,-104.58347432733459
Refugio para Mujeres #208,Refugio para Mujeres,23.96549663269651,-104.71411169126293
Hospital #209,Hospital,24.061603697142207,-104.72468340803042
Hospital #210,Hospital,24.114858986220547,-104.63932820664029
Policía #211,Policía,24.047573931021184,-104.59944156484175
Centro de Salud #212,Centro de Salud,24.094543946999707,-104.63518715607474
Atención Psicológica #213,Atención Psicológica,24.01574284172128,-104.68185881348795
Hospital #214,Hospital,23.970495678098594,-104.5776554070745
Centro de Salud #215,Centro de Salud,24.084423129059886,-104.66985851154962
Centro de Salud #216,Centro de Salud,24.035404231294162,-104.6127097963488
Policía #217,Policía,23.94983951689473,-104.6374320805831
Refugio para Mujeres #218,Refugio para Mujeres,23.937036181679247,-104.70036180895798
Clínica #219,Clínica,24.041263530248592,-104.59185183403132
Bomberos #220,Bomberos,24.075138707939644,-104.6739243947707
Atención Psicológica #221,Atención Psicológica,23.979470626503478,-104.63229497225578
Clínica #222,Clínica,23.981076048863873,-104.62579453578557
Centro de Salud #223,Centro de Salud,24.109518040065076,-104.70844241883529
Bomberos #224,Bomberos,23.972929225058,-104.73376250690661
Bomberos #225,Bomberos,23.954762709665285,-104.73498702621977
Hospital #226,Hospital,24.001703514532004,-104.61212577284306
Atención Psicológica #227,Atención Psicológica,23.978251857806207,-104.7037047530888
Refugio para Mujeres #228,Refugio para Mujeres,24.06059751161874,-104.6591937347186
Bomberos #229,Bomberos,24.10478220889651,-104.59243439467066
Bomberos #230,Bomberos,24.00502779322084,-104.64108752425788
Policía #231,Policía,24.10168228904252,-104.58467376806999
Centro de Salud #232,Centro de Salud,23.931927607902768,-104.59147428675352
Refugio para Mujeres #233,Refugio para Mujeres,24.007830689734746,-104.65626040594478
Refugio para Mujeres #234,Refugio para Mujeres,24.059946736995144,-104.5614647518512
Atención Psicológica #235,Atención Psicológica,24.00755177271432,-104.63039266759178
Clínica #236,Clínica,24.06690678465712,-104.62925727181083
Hospital #237,Hospital,23.938265377326196,-104.55761777956144
Hospital #238,Hospital,24.11991448337549,-104.61554368313936
Refugio para Mujeres #239,Refugio para Mujeres,24.03524939692055,-104.59737819916566
Policía #240,Policía,24.014100164650326,-104.61969810211326
Refugio para Mujeres #241,Refugio para Mujeres,23.956297829444626,-104.63293407494443
Atención Psicológica #242,Atención Psicológica,24.11381104721314,-104.65599792100794
Clínica #243,Clínica,23.986661678733018,-104.61597329809577
Policía #244,Policía,23.985960732715792,-104.61126526520331
Refugio para Mujeres #245,Refugio para Mujeres,24.052516707398286,-104.66990954903727
Hospital #246,Hospital,24.010965181720344,-104.68709656856598
Centro Médico #247,Centro Médico,23.943184320286193,-104.59549041479204
Hospital #248,Hospital,24.051532077296624,-104.64148128112856
Clínica #249,Clínica,23.930840817075346,-104.64631212150786
Atención Psicológica #250,Atención Psicológica,24.045081748429002,-104.5980018927878
Bomberos #251,Bomberos,23.973411247654585,-104.72379735420992
Refugio para Mujeres #252,Refugio para Mujeres,24.007623219014476,-104.61034999417556
Centro de Salud #253,Centro de Salud,23.925773888488333,-104.6239955445992
Bomberos #254,Bomberos,24.06195656502005,-104.68784997232135
Hospital #255,Hospital,24.030450281810747,-104.7313581597437
Centro de Salud #256,Centro de Salud,24.012289578835755,-104.7265067701821
Policía #257,Policía,24.019675100941438,-104.60667933480164
Refugio para Mujeres #258,Refugio para Mujeres,24.00309806858707,-104.65350008460844
Atención Psicológica #259,Atención Psicológica,23.968746181215028,-104.63974698462391
Clínica #260,Clínica,23.958122074189586,-104.63012448026502
Policía #261,Policía,24.09280538688572,-104.6947505194356
Clínica #262,Clínica,23.987975048622857,-104.59245651884714
Refugio para Mujeres #263,Refugio para Mujeres,24.084109894637116,-104.69343220334343
Refugio para Mujeres #264,Refugio para Mujeres,24.087495184521284,-104.63401532322332
Atención Psicológica #265,Atención Psicológica,24.093052118940047,-104.66069052139137
Atención Psicológica #266,Atención Psicológica,23.9890247883386,-104.63961651658585
Clínica #267,Clínica,24.0110689233733,-104.6856445299542
Bomberos #268,Bomberos,24.116154926266518,-104.70223889116676
Clínica #269,Clínica,23.966712489211577,-104.59489110498015
Hospital #270,Hospital,23.98363526544676,-104.65540474995193
Clínica #271,Clínica,23.997215750498196,-104.6172622341031
Policía #272,Policía,24.019065729923284,-104.7425960777309
Centro Médico #273,Centro Médico,24.09394006267244,-104.57516192518915
Atención Psicológica #274,Atención Psicológica,23.939942339548395,-104.56791166446071
Hospital #275,Hospital,24.064488765514128,-104.66800427605074
Policía #276,Policía,23.934965649648742,-104.5936949417454
Refugio para Mujeres #277,Refugio para Mujeres,23.987712246810286,-104.61145908028263
Centro de Salud #278,Centro de Salud,24.09035305847014,-104.57953173268683
Clínica #279,Clínica,24.110827918524535,-104.62464016419841
Atención Psicológica #280,Atención Psicológica,24.094476603479706,-104.74282018003247
Centro de Salud #281,Centro de Salud,23.966954048620405,-104.61312008511882
Refugio para Mujeres #282,Refugio para Mujeres,24.11948518459124,-104.60064672665241
Clínica #283,Clínica,24.115667545644108,-104.59792606140115
Centro de Salud #284,Centro de Salud,24.008735710332342,-104.61119976744136
Hospital #285,Hospital,23.92919819373544,-104.59077130696757
Refugio para Mujeres #286,Refugio para Mujeres,23.99169266846007,-104.66386264242892
Bomberos #287,Bomberos,24.026233263629752,-104.63681438761682
Policía #288,Policía,23.953996729813618,-104.734206329868
Clínica #289,Clínica,24.043942073707484,-104.70183404162874
Policía #290,Policía,23.96643768885903,-104.62241907379929
Atención Psicológica #291,Atención Psicológica,23.97106534163183,-104.74812051370903
Atención Psicológica #292,Atención Psicológica,24.100241884719775,-104.6144778228602
Policía #293,Policía,23.934772380056575,-104.56095287301308
Refugio para Mujeres #294,Refugio para Mujeres,24.047787740472003,-104.66513821230782
Refugio para Mujeres #295,Refugio para Mujeres,24.011367162533556,-104.68957566589235
Clínica #296,Clínica,24.090667091732037,-104.72866934651553
Clínica #297,Clínica,24.034384538470146,-104.63503761396427
Refugio para Mujeres #298,Refugio para Mujeres,23.924387919571913,-104.58399248770144
Clínica #299,Clínica,23.974896076035645,-104.63681419660887
Hospital #300,Hospital,24.102123390743742,-104.60096556917321
Refugio para Mujeres #301,Refugio para Mujeres,24.075148195920676,-104.70397632180592
Centro Médico #302,Centro Médico,23.96380090778562,-104.71197360214458
Refugio para Mujeres #303,Refugio para Mujeres,24.05555289172467,-104.60581432466586
Policía #304,Policía,24.04564962073738,-104.5693192591854
Hospital #305,Hospital,23.981786576790526,-104.66183536196745
Centro Médico #306,Centro Médico,24.066471953587847,-104.73197332485076
Refugio para Mujeres #307,Refugio para Mujeres,23.985343825142802,-104.66689938131626
Bomberos #308,Bomberos,23.946431959549358,-104.64211844820312
Centro Médico #309,Centro Médico,24.026170474740557,-104.56730260510366
Policía #310,Policía,23.97139401691265,-104.58506203749153
Atención Psicológica #311,Atención Psicológica,24.113476815233362,-104.69097171016551
Centro Médico #312,Centro Médico,24.080846507720903,-104.65633372222946
Centro de Salud #313,Centro de Salud,23.948151403001177,-104.55669995810746
Clínica #314,Clínica,24.113453949460006,-104.5890824711959
Centro Médico #315,Centro Médico,23.938060575113717,-104.67108508793426
Refugio para Mujeres #316,Refugio para Mujeres,24.027314461653813,-104.65904279445323
Refugio para Mujeres #317,Refugio para Mujeres,24.036912018330433,-104.58551653975465
Centro Médico #318,Centro Médico,23.941669220439845,-104.70323561955769
Hospital #319,Hospital,24.043909373408905,-104.56136617278844
Centro Médico #320,Centro Médico,24.103051181748633,-104.70572655998521
Centro de Salud #321,Centro de Salud,24.047080784475586,-104.65714649273546
Refugio para Mujeres #322,Refugio para Mujeres,24.049847889256917,-104.72666481265459
Hospital #323,Hospital,24.109252306576387,-104.68912708312881
Atención Psicológica #324,Atención Psicológica,23.94322409614502,-104.70303999351374
Policía #325,Policía,23.997729166230027,-104.67579769690263
Clínica #326,Clínica,24.03746806910972,-104.60468016988855
Clínica #327,Clínica,24.050984379498693,-104.58326138334074
Clínica #328,Clínica,24.107810613142732,-104.69405197198284
Centro Médico #329,Centro Médico,23.963453936939512,-104.66106082804419
Bomberos #330,Bomberos,24.09109003866119,-104.73012907507878
Centro Médico #331,Centro Médico,24.028893172296428,-104.5544314941096
Centro Médico #332,Centro Médico,23.93211001783332,-104.6948237118277
Centro de Salud #333,Centro de Salud,24.109802157652428,-104.58516178361369
Centro de Salud #334,Centro de Salud,24.052553747612397,-104.62165910655337
Hospital #335,Hospital,23.930115702132575,-104.6832981687135
Policía #336,Policía,24.07739561999526,-104.70895888497144
Bomberos #337,Bomberos,24.037276616716312,-104.58738940377579
Bomberos #338,Bomberos,23.985711910686447,-104.72048916401172
Hospital #339,Hospital,23.975454969195138,-104.55319437363046
Policía #340,Policía,24.02804309137263,-104.59029723528847
Centro de Salud #341,Centro de Salud,24.052211528519464,-104.74484397004277
Hospital #342,Hospital,23.991648455843308,-104.59231369310926
Centro Médico #343,Centro Médico,23.923156216702232,-104.69692649833502
Policía #344,Policía,24.06834361139083,-104.64478289468043
Centro de Salud #345,Centro de Salud,24.01524919308465,-104.59439659213716
Centro de Salud #346,Centro de Salud,24.01040108398175,-104.70569004871635
Hospital #347,Hospital,24.065448599432745,-104.5682496624187
Refugio para Mujeres #348,Refugio para Mujeres,24.011608504419534,-104.5571947633756
Hospital #349,Hospital,24.119717351017865,-104.58054029136656
Clínica #350,Clínica,24.057219499212447,-104.65194622917116
Atención Psicológica #351,Atención Psicológica,23.93469814315329,-104.73384190451785
Policía #352,Policía,23.933136446664022,-104.69499680008842
Centro Médico #353,Centro Médico,23.996180879763703,-104.63052162896014
Refugio para Mujeres #354,Refugio para Mujeres,24.010743083515095,-104.62891464169294
Centro de Salud #355,Centro de Salud,24.07861921862033,-104.72711718551399
Bomberos #356,Bomberos,24.006013988333276,-104.57238179560231
Clínica #357,Clínica,23.987786323767036,-104.65930021941851
Clínica #358,Clínica,24.0659225015269,-104.68749033000059
Centro Médico #359,Centro Médico,24.05302157261206,-104.6751397953129
Policía #360,Policía,24.057364207093396,-104.65514642288218
Centro de Salud #361,Centro de Salud,24.08635437769497,-104.73135397965927
Centro de Salud #362,Centro de Salud,24.068917793838374,-104.67547062812483
Policía #363,Policía,24.03127414712307,-104.63270698345211
Centro Médico #364,Centro Médico,24.05400265294646,-104.66783827341557
Clínica #365,Clínica,24.093618429773812,-104.60578786425077
Refugio para Mujeres #366,Refugio para Mujeres,24.040082018244934,-104.67967076286138
Bomberos #367,Bomberos,23.95094603517165,-104.65356212075913
Centro de Salud #368,Centro de Salud,23.990022798844237,-104.63874690477914
Centro de Salud #369,Centro de Salud,24.072521126387368,-104.63517999913371
Clínica #370,Clínica,24.08903103226567,-104.55509067957486
Hospital #371,Hospital,24.041798983110613,-104.61843375440023
Refugio para Mujeres #372,Refugio para Mujeres,23.925790636212252,-104.69534592225746
Refugio para Mujeres #373,Refugio para Mujeres,24.104307504206634,-104.67979531585262
Policía #374,Policía,24.093972541307288,-104.63673578104773
Clínica #375,Clínica,23.933917084249668,-104.60180618817633
Hospital #376,Hospital,23.938351536610888,-104.64390346226821
Clínica #377,Clínica,24.0039664987529,-104.68182080364613
Centro Médico #378,Centro Médico,23.982327473940842,-104.68512342158432
Centro de Salud #379,Centro de Salud,24.09666843690367,-104.7188840193191
Hospital #380,Hospital,24.054793742122623,-104.69557943129077
Clínica #381,Clínica,24.0171323409782,-104.66159116266044
Refugio para Mujeres #382,Refugio para Mujeres,23.96311379306755,-104.64753073883979
Centro Médico #383,Centro Médico,24.005982726679576,-104.69335070598392
Atención Psicológica #384,Atención Psicológica,24.025386821429628,-104.68831612162975
Bomberos #385,Bomberos,23.999052679217524,-104.63013500861112
Hospital #386,Hospital,23.960884624870747,-104.56093518255467
Policía #387,Policía,24.07283217915225,-104.69211057375652
Centro de Salud #388,Centro de Salud,23.921545981313862,-104.60059717531405
Policía #389,Policía,23.94583714035184,-104.64348353042652
Bomberos #390,Bomberos,24.020052469311242,-104.58332915951603
Centro Médico #391,Centro Médico,23.934415099318432,-104.57764712759548
Hospital #392,Hospital,24.00724391910246,-104.65804914992876
Centro de Salud #393,Centro de Salud,24.09242200272241,-104.63484816785264
Clínica #394,Clínica,24.061899792313785,-104.66646120803131
Centro de Salud #395,Centro de Salud,24.00100646141299,-104.55676006179338
Policía #396,Policía,24.08026443086209,-104.62637494733916
Centro Médico #397,Centro Médico,23.937625976259575,-104.58110312803707
Bomberos #398,Bomberos,24.00713530538808,-104.6699100367368
Centro de Salud #399,Centro de Salud,23.999153339371865,-104.68794508763283
Centro Médico #400,Centro Médico,23.96431441177885,-104.59417642627935
Centro de Salud #401,Centro de Salud,24.022096656908428,-104.7271946720323
Bomberos #402,Bomberos,24.10118454631601,-104.68012494690554
Policía #403,Policía,23.967253769789345,-104.72071115634446
Bomberos #404,Bomberos,23.954699804488417,-104.71942604219882
Centro de Salud #405,Centro de Salud,23.955429225789445,-104.5954303821505
Atención Psicológica #406,Atención Psicológica,24.012790613702602,-104.63725290334244
Atención Psicológica #407,Atención Psicológica,24.056226695662968,-104.57359036868142
Centro Médico #408,Centro Médico,24.09284937496628,-104.62455651862005
Policía #409,Policía,24.007952563268372,-104.65621578329473
Refugio para Mujeres #410,Refugio para Mujeres,24.079265935830286,-104.6317160486338
Centro Médico #411,Centro Médico,24.021467377057956,-104.68791842987875
Atención Psicológica #412,Atención Psicológica,23.927521449114217,-104.67625248010204
Refugio para Mujeres #413,Refugio para Mujeres,23.93534620023469,-104.57714999321496
Centro de Salud #414,Centro de Salud,24.043001677683115,-104.64858643653321
Atención Psicológica #415,Atención Psicológica,24.036065881482237,-104.55915370465544
Hospital #416,Hospital,24.009946740730182,-104.58803681646042
Bomberos #417,Bomberos,23.984305352576087,-104.65487419441139
Policía #418,Policía,24.111544471773318,-104.65989537819699
Centro Médico #419,Centro Médico,24.11647711621868,-104.73313417359509
Policía #420,Policía,23.927828425240133,-104.60847565913535
Atención Psicológica #421,Atención Psicológica,24.024813710634035,-104.62803891873547
Centro Médico #422,Centro Médico,23.994570396420265,-104.69342128427712
